player_id,first_name,last_name,full_name,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
296,Rick,Fox,Rick Fox,1969-07-24,North Carolina,Canada,North Carolina/Canada,6-7,235.0,14.0,17,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1991,2003,N,Y,Y,1991,1,24,N
76754,Donnie,Freeman,Donnie Freeman,1944-07-18,Illinois,USA,Illinois/USA,6-3,185.0,1.0,20,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1975,1975,N,Y,Y,1966,3,29,N
1629117,Wenyen,Gabriel,Wenyen Gabriel,1997-03-26,Kentucky,South Sudan,Kentucky/South Sudan,6-9,205.0,4.0,35,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,2018,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76778,Earl,Gardner,Earl Gardner,1923-09-18,DePauw,USA,DePauw/USA,6-3,195.0,1.0,14,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1948,1948,N,Y,Y,1948,No Data,No Data,N
76783,Dick,Garmaker,Dick Garmaker,1932-10-29,Minnesota,USA,Minnesota/USA,6-3,200.0,6.0,17,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1955,1960,N,Y,Y,1955,No Data,No Data,N
2200,Pau,Gasol,Pau Gasol,1980-07-06,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250.0,19.0,16,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2001,2018,N,Y,Y,2001,1,3,N
1904,Devean,George,Devean George,1977-08-29,Augsburg,USA,Augsburg/USA,6-8,235.0,12.0,19,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1999,2009,N,Y,Y,1999,1,23,N
76823,Norman,Glick,Norman Glick,1927-11-10,Loyola-Marymount,USA,Loyola-Marymount/USA,6-6,190.0,1.0,20,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1949,1949,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76832,Gail,Goodrich,Gail Goodrich,1943-04-23,UCLA,USA,UCLA/USA,6-1,170.0,14.0,25,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1965,1978,N,Y,Y,1965,No Data,No Data,N
202726,Andrew,Goudelock,Andrew Goudelock,1988-12-07,College of Charleston,USA,College of Charleston/USA,6-3,200.0,4.0,0,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2011,2015,Y,Y,Y,2011,2,46,N
76850,Bud,Grant,Bud Grant,1927-05-20,Minnesota,USA,Minnesota/USA,6-3,195.0,2.0,20,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1949,1950,N,Y,Y,1950,4,No Data,N
76853,Travis,Grant,Travis Grant,1950-01-01,Kentucky State,USA,Kentucky State/USA,6-7,215.0,2.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1972,1973,N,Y,Y,1972,1,13,N
920,A.C.,Green,A.C. Green,1963-10-04,Oregon State,USA,Oregon State/USA,6-9,225.0,16.0,45,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1985,2000,N,Y,Y,1985,1,23,N
76896,Jerry,Grote,Jerry Grote,1940-12-28,Loyola-Marymount,USA,Loyola-Marymount/USA,6-4,215.0,1.0,32,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1964,1964,N,Y,Y,1962,4,28,N
1629060,Rui,Hachimura,Rui Hachimura,1998-02-08,Gonzaga,Japan,Gonzaga/Japan,6-8,230.0,4.0,28,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,2019,2023,N,Y,Y,2019,1,9,N
76916,Happy,Hairston,Happy Hairston,1942-05-31,New York University,USA,New York University/USA,6-7,225.0,11.0,52,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1964,1974,N,Y,Y,1964,4,33,N
76926,Dennis,Hamilton,Dennis Hamilton,1944-05-08,Arizona State,USA,Arizona State/USA,6-8,210.0,2.0,12,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1967,1968,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76929,Steve,Hamilton,Steve Hamilton,1935-11-30,Morehead State,USA,Morehead State/USA,6-6,190.0,2.0,30,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1958,1959,N,Y,Y,1958,2,8,N
76962,Bob,Harrison,Bob Harrison,1927-08-12,Michigan,USA,Michigan/USA,6-1,190.0,9.0,3,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1949,1957,N,Y,Y,1949,No Data,No Data,N
1627885,Shaquille,Harrison,Shaquille Harrison,1993-10-06,Tulsa,USA,Tulsa/USA,6-4,195.0,7.0,0,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2017,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
176,Antonio,Harvey,Antonio Harvey,1970-07-06,Pfeiffer,USA,Pfeiffer/USA,6-11,250.0,8.0,4,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1993,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76967,Billy,Hassett,Billy Hassett,1921-10-21,Notre Dame,USA,Notre Dame/USA,5-10,180.0,2.0,No Data,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1949,1950,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76977,Tom,Hawkins,Tom Hawkins,1936-12-22,Notre Dame,USA,Notre Dame/USA,6-5,210.0,10.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1959,1968,N,Y,Y,1959,1,3,N
201941,Jordan,Hill,Jordan Hill,1987-07-27,Arizona,USA,Arizona/USA,6-10,240.0,9.0,27,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2009,2016,N,Y,Y,2009,1,8,N
77032,Lew,Hitch,Lew Hitch,1929-07-16,Kansas State,USA,Kansas State/USA,6-8,200.0,6.0,14,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1951,1956,N,Y,Y,1951,2,19,N
77040,Brad,Holland,Brad Holland,1956-12-06,UCLA,USA,UCLA/USA,6-3,180.0,3.0,14,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1979,1981,N,Y,Y,1979,1,14,N
77045,Jim,Holstein,Jim Holstein,1930-09-24,Cincinnati,USA,Cincinnati/USA,6-3,180.0,4.0,10,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1952,1955,N,Y,Y,1952,No Data,No Data,N
77055,Johnny,Horan,Johnny Horan,1932-11-24,Dayton,USA,Dayton/USA,6-8,190.0,1.0,No Data,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1955,1955,N,Y,Y,1955,1,6,N
109,Robert,Horry,Robert Horry,1970-08-25,Alabama,USA,Alabama/USA,6-10,240.0,17.0,25,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1992,2007,N,Y,Y,1992,1,11,N
2730,Dwight,Howard,Dwight Howard,1985-12-08,                                   ,USA,SW Atlanta Christian Academy (GA)/USA,6-10,265.0,19.0,39,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2004,2021,N,Y,Y,2004,1,1,N
77082,Rod,Hundley,Rod Hundley,1934-10-26,West Virginia,USA,West Virginia/USA,6-4,185.0,6.0,33,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1957,1962,N,Y,Y,1957,1,1,N
77090,Joe,Hutton,Joe Hutton,1928-10-06,Hamline,USA,Hamline/USA,6-1,170.0,2.0,4-15,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1950,1951,N,Y,Y,1950,7,No Data,N
77093,Darrall,Imhoff,Darrall Imhoff,1938-10-11,California,USA,California/USA,6-10,220.0,12.0,30-35,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1960,1971,N,Y,Y,1960,1,3,N
77100,Tony,Jackson,Tony Jackson,1958-01-17,Florida State,USA,Florida State/USA,6-0,170.0,1.0,23,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1980,1980,N,Y,Y,1980,4,87,N
2544,LeBron,James,LeBron James,1984-12-30,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250.0,20.0,6,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,2003,2023,N,Y,Y,2003,1,1,Y
77123,Tony,Jaros,Tony Jaros,1920-02-22,Minnesota,USA,Minnesota/USA,6-3,185.0,4.0,13,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1946,1950,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77135,Clay,Johnson,Clay Johnson,1956-07-18,Missouri,USA,Missouri/USA,6-4,175.0,3.0,34,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1981,1983,N,Y,Y,1978,5,110,N
77142,Magic,Johnson,Magic Johnson,1959-08-14,Michigan State,USA,Michigan State/USA,6-9,220.0,13.0,32,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1979,1995,N,Y,Y,1979,1,1,Y
77165,Ron,Johnson,Ron Johnson,1938-07-20,Minnesota,USA,Minnesota/USA,6-8,215.0,1.0,52,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1960,1960,N,Y,Y,1960,2,12,N
77172,Howie,Jolliff,Howie Jolliff,1938-07-20,Ohio,USA,Ohio/USA,6-7,218.0,3.0,54,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1960,1962,N,Y,Y,1960,7,50,N
1630222,Mason,Jones,Mason Jones,1998-07-21,Arkansas,USA,Arkansas/USA,6-4,200.0,3.0,40,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
77211,Johnny,Jorgensen,Johnny Jorgensen,1921-12-28,DePaul,USA,DePaul/USA,6-2,185.0,2.0,16,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1947,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77219,Ed,Kalafat,Ed Kalafat,1932-10-13,Minnesota,USA,Minnesota/USA,6-6,245.0,3.0,23,Center,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1954,1956,N,Y,Y,1954,1,9,N
201207,Coby,Karl,Coby Karl,1983-06-08,Boise State,USA,Boise State/USA,6-5,215.0,3.0,22,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2007,2009,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203527,Ryan,Kelly,Ryan Kelly,1991-04-09,Duke,USA,Duke/USA,6-11,230.0,5.0,30,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2013,2016,Y,Y,Y,2013,2,48,N
77270,Jim,King,Jim King,1941-02-07,Tulsa,USA,Tulsa/USA,6-2,175.0,10.0,21,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1963,1972,N,Y,Y,1963,2,13,N
969,Travis,Knight,Travis Knight,1974-09-13,Connecticut,USA,Connecticut/USA,7-0,235.0,8.0,44,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1996,2002,N,Y,Y,1996,1,29,N
77311,Jim,Krebs,Jim Krebs,1935-09-08,Southern Methodist,USA,Southern Methodist/USA,6-8,230.0,7.0,32,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1957,1963,N,Y,Y,1957,1,3,N
77325,Charles,Kupec,Charles Kupec,1953-01-16,Michigan,USA,Michigan/USA,6-6,220.0,3.0,25,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1975,1977,N,Y,Y,1975,4,56,N
77340,Rudy,LaRusso,Rudy LaRusso,1937-11-11,Dartmouth,USA,Dartmouth/USA,6-8,220.0,10.0,35,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1959,1968,N,Y,Y,1959,2,10,N
77334,Mark,Landsberger,Mark Landsberger,1955-05-21,Arizona State,USA,Arizona State/USA,6-8,215.0,7.0,54,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1977,1983,N,Y,Y,1977,2,35,N
77371,Bob,Leonard,Bob Leonard,1932-07-17,Indiana,USA,Indiana/USA,6-3,185.0,7.0,21,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1956,1962,N,Y,Y,1954,2,10,N
77414,Clyde,Lovellette,Clyde Lovellette,1929-09-07,Kansas,USA,Kansas/USA,6-9,234.0,11.0,34,Center,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1953,1963,N,Y,Y,1952,1,9,N
77427,Mike,Lynn,Mike Lynn,1945-11-25,UCLA,USA,UCLA/USA,6-7,215.0,2.0,25,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1969,1970,N,Y,Y,1968,4,39,N
203088,Kendall,Marshall,Kendall Marshall,1991-08-19,North Carolina,USA,North Carolina/USA,6-4,200.0,5.0,5,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2012,2015,Y,Y,Y,2012,1,13,N
77480,Slater,Martin,Slater Martin,1925-10-22,Texas-Austin,USA,Texas-Austin/USA,5-10,170.0,11.0,22,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1949,1959,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2788,DJ,Mbenga,DJ Mbenga,1980-12-30,Spirou Charleroi,Belgium,Spirou Charleroi/Belgium,7-0,255.0,8.0,28,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2004,2010,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77502,Mel,McCants,Mel McCants,1967-08-19,Purdue,USA,Purdue/USA,6-8,240.0,1.0,49,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1989,1989,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77505,Willie,McCarter,Willie McCarter,1946-07-26,Drake,USA,Drake/USA,6-3,175.0,3.0,17,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1969,1971,N,Y,Y,1969,1,12,N
77530,Mike,McGee,Mike McGee,1959-07-29,Michigan,USA,Michigan/USA,6-5,190.0,9.0,40,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1981,1989,N,Y,Y,1981,1,19,N
77554,Jim,McMillian,Jim McMillian,1948-03-11,Columbia,USA,Columbia/USA,6-5,215.0,9.0,5,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1970,1978,N,Y,Y,1970,1,13,N
2098,Slava,Medvedenko,Slava Medvedenko,1979-04-04,Kyiv,Ukraine,Kyiv/Ukraine,6-10,253.0,8.0,3,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2000,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77579,Chuck,Mencel,Chuck Mencel,1933-04-21,Minnesota,USA,Minnesota/USA,6-0,168.0,2.0,18,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1955,1956,N,Y,Y,1955,2,12,N
600012,George,Mikan,George Mikan,1924-06-18,DePaul,USA,DePaul/USA,6-10,245.0,7.0,99,Center,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1948,1955,N,Y,Y,Undrafted,Undrafted,Undrafted,Y
77593,Vern,Mikkelsen,Vern Mikkelsen,1928-10-21,Hamline,USA,Hamline/USA,6-7,230.0,10.0,19,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,1949,1958,N,Y,Y,1949,No Data,No Data,N
202721,Darius,Morris,Darius Morris,1991-01-03,Michigan,USA,Michigan/USA,6-4,195.0,5.0,14,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,2011,2014,Y,Y,Y,2011,2,41,N
77668,Allen,Murphy,Allen Murphy,1952-07-15,Louisville,USA,Louisville/USA,6-4,190.0,1.0,20,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,1976,1976,N,Y,Y,1975,2,35,N
