person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
977,Kobe,Bryant,Kobe Bryant,"Bryant, Kobe",K. Bryant,kobe-bryant,1978-08-23,Lower Merion HS (PA),USA,Lower Merion HS (PA)/USA,6-6,212.0,20.0,24,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kobe_bryant,1970-01-01 00:00:00.000001996,1970-01-01 00:00:00.000002015,N,Y,Y,1996,1,13,Y
76294,Steve,Bucknall,Steve Bucknall,"Bucknall, Steve",S. Bucknall,steve-bucknall,1966-03-17,North Carolina,USA,North Carolina/USA,6-6,215.0,1.0,24,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_steve_bucknall,1970-01-01 00:00:00.000001989,1970-01-01 00:00:00.000001989,N,Y,Y,Undrafted,Undrafted,Undrafted,N
101115,Andrew,Bynum,Andrew Bynum,"Bynum, Andrew",A. Bynum,andrew-bynum,1987-10-27,St. Joseph HS (NJ),USA,St. Joseph HS (NJ)/USA,7-0,285.0,8.0,17,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,andrew_bynum,1970-01-01 00:00:00.000002005,1970-01-01 00:00:00.000002013,N,Y,Y,2005,1,10,N
76332,Demetrius,Calip,Demetrius Calip,"Calip, Demetrius",D. Calip,demetrius-calip,1969-11-18,Michigan,USA,Michigan/USA,6-1,165.0,1.0,7,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_demetrius_calip,1970-01-01 00:00:00.000001991,1970-01-01 00:00:00.000001991,N,Y,Y,Undrafted,Undrafted,Undrafted,N
922,Elden,Campbell,Elden Campbell,"Campbell, Elden",E. Campbell,elden-campbell,1968-07-23,Clemson,USA,Clemson/USA,7-0,279.0,16.0,41,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,elden_campbell,1970-01-01 00:00:00.000001990,1970-01-01 00:00:00.000002004,N,Y,Y,1990,1,27,N
202382,Derrick,Caracter,Derrick Caracter,"Caracter, Derrick",D. Caracter,derrick-caracter,1988-05-04,Texas-El Paso,USA,Texas-El Paso/USA,6-9,275.0,2.0,45,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,derrick_caracter,1970-01-01 00:00:00.000002010,1970-01-01 00:00:00.000002010,Y,Y,Y,2010,2,58,N
76344,Don,Carlson,Don Carlson,"Carlson, Don",D. Carlson,don-carlson,1921-03-22,Minnesota,USA,Minnesota/USA,6-0,170.0,4.0,,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_swede_carlson,1970-01-01 00:00:00.000001946,1970-01-01 00:00:00.000001950,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76345,Bob,Carney,Bob Carney,"Carney, Bob",B. Carney,bob-carney,1932-08-03,Bradley,USA,Bradley/USA,6-3,170.0,1.0,18,Center,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bob_carney,1970-01-01 00:00:00.000001954,1970-01-01 00:00:00.000001954,N,Y,Y,1954,6,47,N
76361,Ron,Carter,Ron Carter,"Carter, Ron",R. Carter,ron-carter,1956-08-31,Virginia Military Institute,USA,Virginia Military Institute/USA,6-5,190.0,2.0,13,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_ron_carter,1970-01-01 00:00:00.000001978,1970-01-01 00:00:00.000001979,N,Y,Y,1978,2,26,N
76363,Jay,Carty,Jay Carty,"Carty, Jay",J. Carty,jay-carty,1941-07-04,Oregon State,USA,Oregon State/USA,6-7,220.0,1.0,52,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_jay_carty,1970-01-01 00:00:00.000001968,1970-01-01 00:00:00.000001968,N,Y,Y,1962,6,46,N
1030,Duane,Cooper,Duane Cooper,"Cooper, Duane",D. Cooper,duane-cooper,1969-06-25,Southern California,USA,Southern California/USA,6-1,185.0,2.0,10,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,duane_cooper,1970-01-01 00:00:00.000001992,1970-01-01 00:00:00.000001993,N,Y,Y,1992,2,36,N
76444,Michael,Cooper,Michael Cooper,"Cooper, Michael",M. Cooper,michael-cooper,1956-04-15,New Mexico,USA,New Mexico/USA,6-7,170.0,12.0,21,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_michael_cooper,1970-01-01 00:00:00.000001978,1970-01-01 00:00:00.000001989,N,Y,Y,1978,3,60,N
76458,Mel,Counts,Mel Counts,"Counts, Mel",M. Counts,mel-counts,1941-10-16,Oregon State,USA,Oregon State/USA,7-0,230.0,12.0,31,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_mel_counts,1970-01-01 00:00:00.000001964,1970-01-01 00:00:00.000001975,N,Y,Y,1964,1,7,N
76466,Freddie,Crawford,Freddie Crawford,"Crawford, Freddie",F. Crawford,freddie-crawford,1940-12-23,St. Bonaventure,USA,St. Bonaventure/USA,6-4,189.0,5.0,15,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_freddie_crawford,1970-01-01 00:00:00.000001966,1970-01-01 00:00:00.000001970,N,Y,Y,1964,4,26,N
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11,Kentucky,USA,Kentucky/USA,6-10,253.0,11.0,3,Forward-Center,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,1970-01-01 00:00:00.000002012,1970-01-01 00:00:00.000002023,N,Y,Y,2012,1,1,Y
124,Vlade,Divac,Vlade Divac,"Divac, Vlade",V. Divac,vlade-divac,1968-02-03,Partizan,Serbia,Partizan/Serbia,7-1,260.0,17.0,21,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,vlade_divac,1970-01-01 00:00:00.000001989,1970-01-01 00:00:00.000002004,N,Y,Y,1989,1,26,N
202365,Devin,Ebanks,Devin Ebanks,"Ebanks, Devin",D. Ebanks,devin-ebanks,1989-10-28,West Virginia,USA,West Virginia/USA,6-9,215.0,4.0,3,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,devin_ebanks,1970-01-01 00:00:00.000002010,1970-01-01 00:00:00.000002012,Y,Y,Y,2010,2,43,N
201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29,North Carolina,USA,North Carolina/USA,6-4,207.0,14.0,2,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,1970-01-01 00:00:00.000002009,1970-01-01 00:00:00.000002021,N,Y,Y,2009,1,28,N
76658,Alexander,Ellis,Alexander Ellis,"Ellis, Alexander",A. Ellis,alexander-ellis,1936-02-11,Niagara,USA,Niagara/USA,6-5,185.0,2.0,30,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_boo_ellis,1970-01-01 00:00:00.000001958,1970-01-01 00:00:00.000001959,N,Y,Y,1958,3,16,N
76663,Leroy,Ellis,Leroy Ellis,"Ellis, Leroy",L. Ellis,leroy-ellis,1940-03-10,St. John's (NY),USA,St. John's (NY)/USA,6-11,210.0,14.0,25,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_leroy_ellis,1970-01-01 00:00:00.000001962,1970-01-01 00:00:00.000001975,N,Y,Y,1962,1,6,N
203898,Tyler,Ennis,Tyler Ennis,"Ennis, Tyler",T. Ennis,tyler-ennis,1994-08-24,Syracuse,Canada,Syracuse/Canada,6-3,194.0,4.0,10,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,tyler_ennis,1970-01-01 00:00:00.000002014,1970-01-01 00:00:00.000002017,Y,Y,Y,2014,1,18,N
76679,Bo,Erias,Bo Erias,"Erias, Bo",B. Erias,bo-erias,1932-07-30,Niagara,USA,Niagara/USA,6-3,220.0,1.0,,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bo_erias,1970-01-01 00:00:00.000001957,1970-01-01 00:00:00.000001957,N,Y,Y,1954,5,43,N
76680,Keith,Erickson,Keith Erickson,"Erickson, Keith",K. Erickson,keith-erickson,1944-04-19,UCLA,USA,UCLA/USA,6-5,195.0,12.0,14,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_keith_erickson,1970-01-01 00:00:00.000001965,1970-01-01 00:00:00.000001976,N,Y,Y,1965,3,18,N
76691,John,Fairchild,John Fairchild,"Fairchild, John",J. Fairchild,john-fairchild,1943-04-28,Brigham Young,USA,Brigham Young/USA,6-7,205.0,1.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_john_fairchild,1970-01-01 00:00:00.000001965,1970-01-01 00:00:00.000001965,N,Y,Y,1965,2,16,N
76701,Ron,Feiereisel,Ron Feiereisel,"Feiereisel, Ron",R. Feiereisel,ron-feiereisel,1931-08-06,DePaul,USA,DePaul/USA,6-3,185.0,1.0,22,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_ron_feiereisel,1970-01-01 00:00:00.000001955,1970-01-01 00:00:00.000001955,N,Y,Y,1953,,,N
76711,Arnie,Ferrin,Arnie Ferrin,"Ferrin, Arnie",A. Ferrin,arnie-ferrin,1925-07-29,Utah,USA,Utah/USA,6-4,180.0,3.0,18,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_arnie_ferrin,1970-01-01 00:00:00.000001948,1970-01-01 00:00:00.000001950,N,Y,Y,1948,,,N
965,Derek,Fisher,Derek Fisher,"Fisher, Derek",D. Fisher,derek-fisher,1974-08-09,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-1,210.0,18.0,6,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,derek_fisher,1970-01-01 00:00:00.000001996,1970-01-01 00:00:00.000002013,N,Y,Y,1996,1,24,N
76723,Ed,Fleming,Ed Fleming,"Fleming, Ed",E. Fleming,ed-fleming,1933-07-25,Niagara,USA,Niagara/USA,6-3,189.0,5.0,50,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_ed_fleming,1970-01-01 00:00:00.000001955,1970-01-01 00:00:00.000001959,N,Y,Y,1955,3,16,N
76734,Don,Ford,Don Ford,"Ford, Don",D. Ford,don-ford,1952-12-31,California-Santa Barbara,USA,California-Santa Barbara/USA,6-9,215.0,7.0,35,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_don_ford,1970-01-01 00:00:00.000001975,1970-01-01 00:00:00.000001981,N,Y,Y,1975,6,92,N
76738,Donnie,Forman,Donnie Forman,"Forman, Donnie",D. Forman,donnie-forman,1926-01-17,New York University,USA,New York University/USA,5-10,175.0,1.0,22,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_donnie_forman,1970-01-01 00:00:00.000001948,1970-01-01 00:00:00.000001948,N,Y,Y,Undrafted,Undrafted,Undrafted,N
296,Rick,Fox,Rick Fox,"Fox, Rick",R. Fox,rick-fox,1969-07-24,North Carolina,Canada,North Carolina/Canada,6-7,235.0,14.0,17,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,rick_fox,1970-01-01 00:00:00.000001991,1970-01-01 00:00:00.000002003,N,Y,Y,1991,1,24,N
76754,Donnie,Freeman,Donnie Freeman,"Freeman, Donnie",D. Freeman,donnie-freeman,1944-07-18,Illinois,USA,Illinois/USA,6-3,185.0,1.0,20,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_donnie_freeman,1970-01-01 00:00:00.000001975,1970-01-01 00:00:00.000001975,N,Y,Y,1966,3,29,N
1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,1997-03-26,Kentucky,South Sudan,Kentucky/South Sudan,6-9,205.0,4.0,35,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,wenyen_gabriel,1970-01-01 00:00:00.000002018,1970-01-01 00:00:00.000002023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76778,Earl,Gardner,Earl Gardner,"Gardner, Earl",E. Gardner,earl-gardner,1923-09-18,DePauw,USA,DePauw/USA,6-3,195.0,1.0,14,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_red_gardner,1970-01-01 00:00:00.000001948,1970-01-01 00:00:00.000001948,N,Y,Y,1948,,,N
76783,Dick,Garmaker,Dick Garmaker,"Garmaker, Dick",D. Garmaker,dick-garmaker,1932-10-29,Minnesota,USA,Minnesota/USA,6-3,200.0,6.0,17,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_dick_garmaker,1970-01-01 00:00:00.000001955,1970-01-01 00:00:00.000001960,N,Y,Y,1955,,,N
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,1980-07-06,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250.0,19.0,16,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,pau_gasol,1970-01-01 00:00:00.000002001,1970-01-01 00:00:00.000002018,N,Y,Y,2001,1,3,N
1904,Devean,George,Devean George,"George, Devean",D. George,devean-george,1977-08-29,Augsburg,USA,Augsburg/USA,6-8,235.0,12.0,19,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,devean_george,1970-01-01 00:00:00.000001999,1970-01-01 00:00:00.000002009,N,Y,Y,1999,1,23,N
76823,Norman,Glick,Norman Glick,"Glick, Norman",N. Glick,norman-glick,1927-11-10,Loyola-Marymount,USA,Loyola-Marymount/USA,6-6,190.0,1.0,20,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_normie_glick,1970-01-01 00:00:00.000001949,1970-01-01 00:00:00.000001949,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76832,Gail,Goodrich,Gail Goodrich,"Goodrich, Gail",G. Goodrich,gail-goodrich,1943-04-23,UCLA,USA,UCLA/USA,6-1,170.0,14.0,25,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_gail_goodrich,1970-01-01 00:00:00.000001965,1970-01-01 00:00:00.000001978,N,Y,Y,1965,,,N
202726,Andrew,Goudelock,Andrew Goudelock,"Goudelock, Andrew",A. Goudelock,andrew-goudelock,1988-12-07,College of Charleston,USA,College of Charleston/USA,6-3,200.0,4.0,0,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,andrew_goudelock,1970-01-01 00:00:00.000002011,1970-01-01 00:00:00.000002015,Y,Y,Y,2011,2,46,N
76850,Bud,Grant,Bud Grant,"Grant, Bud",B. Grant,bud-grant,1927-05-20,Minnesota,USA,Minnesota/USA,6-3,195.0,2.0,20,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bud_grant,1970-01-01 00:00:00.000001949,1970-01-01 00:00:00.000001950,N,Y,Y,1950,4,,N
76853,Travis,Grant,Travis Grant,"Grant, Travis",T. Grant,travis-grant,1950-01-01,Kentucky State,USA,Kentucky State/USA,6-7,215.0,2.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_machinegun_grant,1970-01-01 00:00:00.000001972,1970-01-01 00:00:00.000001973,N,Y,Y,1972,1,13,N
920,A.C.,Green,A.C. Green,"Green, A.C.",A. Green,ac-green,1963-10-04,Oregon State,USA,Oregon State/USA,6-9,225.0,16.0,45,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,a.c._green,1970-01-01 00:00:00.000001985,1970-01-01 00:00:00.000002000,N,Y,Y,1985,1,23,N
76896,Jerry,Grote,Jerry Grote,"Grote, Jerry",J. Grote,jerry-grote,1940-12-28,Loyola-Marymount,USA,Loyola-Marymount/USA,6-4,215.0,1.0,32,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_jerry_grote,1970-01-01 00:00:00.000001964,1970-01-01 00:00:00.000001964,N,Y,Y,1962,4,28,N
1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08,Gonzaga,Japan,Gonzaga/Japan,6-8,230.0,4.0,28,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,1970-01-01 00:00:00.000002019,1970-01-01 00:00:00.000002023,N,Y,Y,2019,1,9,N
76916,Happy,Hairston,Happy Hairston,"Hairston, Happy",H. Hairston,happy-hairston,1942-05-31,New York University,USA,New York University/USA,6-7,225.0,11.0,52,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_happy_hairston,1970-01-01 00:00:00.000001964,1970-01-01 00:00:00.000001974,N,Y,Y,1964,4,33,N
76926,Dennis,Hamilton,Dennis Hamilton,"Hamilton, Dennis",D. Hamilton,dennis-hamilton,1944-05-08,Arizona State,USA,Arizona State/USA,6-8,210.0,2.0,12,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_dennis_hamilton,1970-01-01 00:00:00.000001967,1970-01-01 00:00:00.000001968,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76929,Steve,Hamilton,Steve Hamilton,"Hamilton, Steve",S. Hamilton,steve-hamilton,1935-11-30,Morehead State,USA,Morehead State/USA,6-6,190.0,2.0,30,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_steve_hamilton,1970-01-01 00:00:00.000001958,1970-01-01 00:00:00.000001959,N,Y,Y,1958,2,8,N
76962,Bob,Harrison,Bob Harrison,"Harrison, Bob",B. Harrison,bob-harrison,1927-08-12,Michigan,USA,Michigan/USA,6-1,190.0,9.0,3,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_tiger_harrison,1970-01-01 00:00:00.000001949,1970-01-01 00:00:00.000001957,N,Y,Y,1949,,,N
1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,1993-10-06,Tulsa,USA,Tulsa/USA,6-4,195.0,7.0,0,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,shaquille_harrison,1970-01-01 00:00:00.000002017,1970-01-01 00:00:00.000002022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
176,Antonio,Harvey,Antonio Harvey,"Harvey, Antonio",A. Harvey,antonio-harvey,1970-07-06,Pfeiffer,USA,Pfeiffer/USA,6-11,250.0,8.0,4,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,antonio_harvey,1970-01-01 00:00:00.000001993,1970-01-01 00:00:00.000002002,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76967,Billy,Hassett,Billy Hassett,"Hassett, Billy",B. Hassett,billy-hassett,1921-10-21,Notre Dame,USA,Notre Dame/USA,5-10,180.0,2.0,,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_billy_hassett,1970-01-01 00:00:00.000001949,1970-01-01 00:00:00.000001950,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76977,Tom,Hawkins,Tom Hawkins,"Hawkins, Tom",T. Hawkins,tom-hawkins,1936-12-22,Notre Dame,USA,Notre Dame/USA,6-5,210.0,10.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_hawk_j_hawkins,1970-01-01 00:00:00.000001959,1970-01-01 00:00:00.000001968,N,Y,Y,1959,1,3,N
201941,Jordan,Hill,Jordan Hill,"Hill, Jordan",J. Hill,jordan-hill,1987-07-27,Arizona,USA,Arizona/USA,6-10,240.0,9.0,27,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,jordan_hill,1970-01-01 00:00:00.000002009,1970-01-01 00:00:00.000002016,N,Y,Y,2009,1,8,N
77032,Lew,Hitch,Lew Hitch,"Hitch, Lew",L. Hitch,lew-hitch,1929-07-16,Kansas State,USA,Kansas State/USA,6-8,200.0,6.0,14,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_lew_hitch,1970-01-01 00:00:00.000001951,1970-01-01 00:00:00.000001956,N,Y,Y,1951,2,19,N
77040,Brad,Holland,Brad Holland,"Holland, Brad",B. Holland,brad-holland,1956-12-06,UCLA,USA,UCLA/USA,6-3,180.0,3.0,14,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_brad_holland,1970-01-01 00:00:00.000001979,1970-01-01 00:00:00.000001981,N,Y,Y,1979,1,14,N
77045,Jim,Holstein,Jim Holstein,"Holstein, Jim",J. Holstein,jim-holstein,1930-09-24,Cincinnati,USA,Cincinnati/USA,6-3,180.0,4.0,10,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_jim_holstein,1970-01-01 00:00:00.000001952,1970-01-01 00:00:00.000001955,N,Y,Y,1952,,,N
77055,Johnny,Horan,Johnny Horan,"Horan, Johnny",J. Horan,johnny-horan,1932-11-24,Dayton,USA,Dayton/USA,6-8,190.0,1.0,,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_johnny_horan,1970-01-01 00:00:00.000001955,1970-01-01 00:00:00.000001955,N,Y,Y,1955,1,6,N
109,Robert,Horry,Robert Horry,"Horry, Robert",R. Horry,robert-horry,1970-08-25,Alabama,USA,Alabama/USA,6-10,240.0,17.0,25,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,robert_horry,1970-01-01 00:00:00.000001992,1970-01-01 00:00:00.000002007,N,Y,Y,1992,1,11,N
